"Byrsonima_ligustrifolia";"Erythroxylum_umbu";"Calophyllum_brasiliense";"Garcinia_gardneriana";"Humiriastrum_dentatum";"Monteverdia_gonoclada";"Guarea_macrophylla";"Cabralea_canjerana";"Tapirira_guianensis";"Matayba_guianensis";"Miconia_flammea";"Miconia_cubatanensis";"Blepharocalyx_salicifolius";"Myrcia_vellozoi";"Myrcia_brasiliensis";"Myrcia_hebepetala";"Myrcia_ilheosensis";"Myrcia_bicarinata";"Myrcia_glomerata";"Eugenia_subglomerata";"Eugenia_sulcata";"Myrcia_racemosa";"Myrcia_glabra";"Myrcia_splendens";"Myrcia_multiflora";"Guapira_opposita";"Posoqueria_latifolia";"Cordiera_myrciifolia";"Amaioua_intermedia";"Chionanthus_filiformis";"Didymopanax_angustissimus";"Ilex_dumosa";"Ilex_pseudobuxus";"Ilex_theezans";"Ternstroemia_brasiliensis";"Myrsine_venosa";"Myrsine_umbellata";"Clethra_scabra";"Podocarpus_sellowii";"Euterpe_edulis";"Bactris_setosa";"Geonoma_schottiana";"Mollinedia_schottiana";"Aiouea_saligna";"Endlicheria_paniculata";"Ocotea_pulchra";"Ocotea_dispersa";"Ocotea_pulchella";"Ocotea_venulosa";"Guatteria_australis";"Xylopia_langsdorffiana";"Andira_anthelmia";"Albizia_pedicellaris";"Pera_glabrata";"Aparisthmium_cordatum";"Alchornea_triplinervia"
"Miconia_flammea";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0;0.0683374156095055;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Miconia_cubatanensis";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.0683374156095055;0;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;0.548092304149819;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Blepharocalyx_salicifolius";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.0686333454791756;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_vellozoi";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0;0.0175416514301799;0.0175416514301799;0.0175416514301799;0.0175416514301799;0.0175416514301799;0.0175416514301799;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_brasiliensis";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0;0.00425076387840323;0.00425076387840323;0.0135916083385317;0.0135916083385317;0.0135916083385317;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_hebepetala";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0.00425076387840323;0;0.00323721982171085;0.0135916083385317;0.0135916083385317;0.0135916083385317;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_ilheosensis";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0.00425076387840323;0.00323721982171085;0;0.0135916083385317;0.0135916083385317;0.0135916083385317;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_bicarinata";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0.0135916083385317;0.0135916083385317;0.0135916083385317;0;0.00494906950945304;0.00494906950945304;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_glomerata";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0.0135916083385317;0.0135916083385317;0.0135916083385317;0.00494906950945304;0;0.00494448276308174;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Eugenia_subglomerata";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0175416514301799;0.0135916083385317;0.0135916083385317;0.0135916083385317;0.00494906950945304;0.00494448276308174;0;0.0350794459216682;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Eugenia_sulcata";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0350794459216682;0.0350794459216682;0.0350794459216682;0.0350794459216682;0.0350794459216682;0.0350794459216682;0.0350794459216682;0;0.0512847254027553;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_racemosa";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.0686333454791756;0.0512847254027553;0.0512847254027553;0.0512847254027553;0.0512847254027553;0.0512847254027553;0.0512847254027553;0.0512847254027553;0.0512847254027553;0;0.136752641078091;0.136752641078091;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_glabra";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0;0.0344460053539296;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_splendens";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.136752641078091;0.0344460053539296;0;0.205161689874464;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Myrcia_multiflora";1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;0.820717868297629;0.820717868297629;0.820717868297629;0.820717868297629;0.548092304149819;0.548092304149819;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0.205161689874464;0;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247;1.23072739952247
"Guapira_opposita";1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;0;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;0.347489833319691;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327
"Posoqueria_latifolia";1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;0.347489833319691;0;0.0239122028579296;0.0239122028579296;0.0601826268600555;0.173441391898716;0.173441391898716;0.173441391898716;0.173441391898716;0.26064661968489;0.26064661968489;0.26064661968489;0.26064661968489;1.84776772699932;1.68735285700286;1.68735285700286;1.68735285700286;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.53957287108435;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327;1.38377275336327
